Date,Open,High,Low,Close,Adj Close,Volume
2014-11-02,null,null,null,null,null,null
2014-11-03,0.003000,0.003000,0.003000,0.003000,0.003000,0
2014-11-04,0.013000,0.022000,0.013000,0.022000,0.022000,0
2014-11-05,0.022000,0.025000,0.020000,0.020000,0.020000,0
2014-11-06,0.020000,0.020000,0.015000,0.018000,0.018000,0
2014-11-07,0.018000,0.020000,0.015000,0.018000,0.018000,0
2014-11-09,null,null,null,null,null,null
2014-11-10,0.020000,0.020000,0.013000,0.015000,0.015000,0
2014-11-11,0.015000,0.015000,0.015000,0.015000,0.015000,0
2014-11-12,0.015000,0.015000,0.010000,0.013000,0.013000,0
2014-11-13,0.013000,0.013000,0.003000,0.005000,0.005000,0
2014-11-14,0.007000,0.013000,0.003000,0.003000,0.003000,0
2014-11-16,null,null,null,null,null,null
2014-11-17,0.010000,0.010000,0.003000,0.010000,0.010000,0
2014-11-18,0.020000,0.020000,0.013000,0.015000,0.015000,0
2014-11-19,0.015000,0.015000,0.003000,0.015000,0.015000,0
2014-11-20,0.015000,0.015000,0.003000,0.015000,0.015000,0
2014-11-21,0.003000,0.003000,0.003000,0.003000,0.003000,0
2014-11-23,null,null,null,null,null,null
2014-11-24,0.015000,0.015000,0.003000,0.005000,0.005000,0
2014-11-25,0.015000,0.020000,0.015000,0.018000,0.018000,0
2014-11-26,0.018000,0.018000,0.007000,0.010000,0.010000,0
2014-11-28,null,null,null,null,null,null
2014-11-30,null,null,null,null,null,null
2014-12-01,0.005000,0.013000,0.005000,0.007000,0.007000,0
2014-12-02,0.020000,0.020000,0.015000,0.015000,0.015000,0
2014-12-03,0.013000,0.015000,0.003000,0.005000,0.005000,0
2014-12-04,0.005000,0.015000,0.003000,0.013000,0.013000,0
2014-12-05,0.015000,0.015000,0.010000,0.010000,0.010000,0
2014-12-07,null,null,null,null,null,null
2014-12-08,0.010000,0.010000,0.003000,0.005000,0.005000,0
2014-12-09,0.020000,0.028000,0.020000,0.028000,0.028000,0
2014-12-10,0.028000,0.028000,0.022000,0.025000,0.025000,0
2014-12-11,0.020000,0.025000,0.020000,0.022000,0.022000,0
2014-12-12,0.025000,0.025000,0.015000,0.015000,0.015000,0
2014-12-14,null,null,null,null,null,null
2014-12-15,0.015000,0.015000,0.010000,0.010000,0.010000,0
2014-12-16,0.025000,0.030000,0.025000,0.030000,0.030000,0
2014-12-17,0.030000,0.030000,0.018000,0.020000,0.020000,0
2014-12-18,0.020000,0.035000,0.018000,0.033000,0.033000,0
2014-12-19,0.030000,0.030000,0.025000,0.025000,0.025000,0
2014-12-21,null,null,null,null,null,null
2014-12-22,0.025000,0.025000,0.015000,0.015000,0.015000,0
2014-12-23,0.040000,0.040000,0.020000,0.020000,0.020000,0
2014-12-24,null,null,null,null,null,null
2014-12-26,0.003000,0.010000,0.003000,0.010000,0.010000,0
2014-12-28,null,null,null,null,null,null
2014-12-29,0.003000,0.005000,0.003000,0.003000,0.003000,0
2014-12-30,0.020000,0.020000,0.020000,0.020000,0.020000,0
2014-12-31,0.022000,0.037000,0.010000,0.037000,0.037000,0
2015-01-02,0.030000,0.030000,0.015000,0.015000,0.015000,0
2015-01-04,null,null,null,null,null,null
2015-01-05,0.008000,0.018000,0.003000,0.003000,0.003000,0
2015-01-06,0.023000,0.023000,0.018000,0.020000,0.020000,0
2015-01-07,0.023000,0.025000,0.020000,0.020000,0.020000,0
2015-01-08,0.020000,0.020000,0.015000,0.018000,0.018000,0
2015-01-09,0.015000,0.018000,0.015000,0.015000,0.015000,0
2015-01-11,null,null,null,null,null,null
2015-01-12,0.015000,0.015000,0.010000,0.013000,0.013000,0
2015-01-13,0.020000,0.023000,0.020000,0.023000,0.023000,0
2015-01-14,0.025000,0.025000,0.023000,0.025000,0.025000,0
2015-01-15,0.023000,0.025000,0.020000,0.023000,0.023000,0
2015-01-16,0.020000,0.023000,0.015000,0.018000,0.018000,0
2015-01-18,null,null,null,null,null,null
2015-01-20,0.015000,0.015000,0.008000,0.008000,0.008000,0
2015-01-21,0.020000,0.023000,0.015000,0.020000,0.020000,0
2015-01-22,0.020000,0.020000,0.013000,0.015000,0.015000,0
2015-01-23,0.015000,0.015000,0.010000,0.013000,0.013000,0
2015-01-25,null,null,null,null,null,null
2015-01-26,0.013000,0.015000,0.003000,0.005000,0.005000,0
2015-01-27,0.005000,0.018000,0.005000,0.018000,0.018000,0
2015-01-28,0.015000,0.018000,0.015000,0.015000,0.015000,0
2015-01-29,0.015000,0.015000,0.005000,0.010000,0.010000,0
2015-01-30,0.005000,0.008000,0.003000,0.005000,0.005000,0
2015-02-01,null,null,null,null,null,null
2015-02-02,0.005000,0.008000,0.003000,0.005000,0.005000,0
2015-02-03,0.013000,0.018000,0.013000,0.015000,0.015000,0
2015-02-04,0.013000,0.013000,0.005000,0.005000,0.005000,0
2015-02-05,0.005000,0.010000,0.005000,0.008000,0.008000,0
2015-02-06,0.008000,0.020000,0.008000,0.015000,0.015000,0
2015-02-08,null,null,null,null,null,null
2015-02-09,0.015000,0.015000,0.003000,0.003000,0.003000,0
2015-02-10,0.005000,0.005000,0.005000,0.005000,0.005000,0
2015-02-11,0.005000,0.010000,0.005000,0.005000,0.005000,0
2015-02-12,0.008000,0.010000,0.008000,0.008000,0.008000,0
2015-02-13,0.005000,0.005000,0.003000,0.005000,0.005000,0
2015-02-15,null,null,null,null,null,null
2015-02-17,0.003000,0.008000,0.003000,0.008000,0.008000,0
2015-02-18,0.010000,0.013000,0.010000,0.013000,0.013000,0
2015-02-19,0.010000,0.013000,0.010000,0.013000,0.013000,0
2015-02-20,0.015000,0.015000,0.010000,0.010000,0.010000,0
2015-02-22,null,null,null,null,null,null
2015-02-23,0.010000,0.015000,0.010000,0.015000,0.015000,0
2015-02-24,0.015000,0.018000,0.013000,0.018000,0.018000,0
2015-02-25,0.015000,0.018000,0.015000,0.015000,0.015000,0
2015-02-26,0.013000,0.013000,0.010000,0.013000,0.013000,0
2015-02-27,0.010000,0.013000,0.005000,0.008000,0.008000,0
2015-03-01,null,null,null,null,null,null
2015-03-02,0.010000,0.010000,0.005000,0.005000,0.005000,0
2015-03-03,0.013000,0.013000,0.013000,0.013000,0.013000,0
2015-03-04,0.013000,0.015000,0.010000,0.010000,0.010000,0
2015-03-05,0.005000,0.005000,0.003000,0.003000,0.003000,0
2015-03-06,0.005000,0.010000,0.003000,0.005000,0.005000,0
2015-03-08,null,null,null,null,null,null
2015-03-09,0.005000,0.005000,0.003000,0.005000,0.005000,0
2015-03-10,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-03-11,0.013000,0.013000,0.010000,0.013000,0.013000,0
2015-03-12,0.015000,0.018000,0.015000,0.018000,0.018000,0
2015-03-13,0.020000,0.023000,0.018000,0.023000,0.023000,0
2015-03-15,null,null,null,null,null,null
2015-03-16,0.025000,0.030000,0.023000,0.030000,0.030000,0
2015-03-17,0.035000,0.050000,0.035000,0.048000,0.048000,0
2015-03-18,0.048000,0.048000,0.035000,0.038000,0.038000,0
2015-03-19,0.010000,0.013000,0.008000,0.010000,0.010000,0
2015-03-20,0.005000,0.005000,0.003000,0.003000,0.003000,0
2015-03-22,null,null,null,null,null,null
2015-03-23,0.003000,0.005000,0.003000,0.003000,0.003000,0
2015-03-24,0.013000,0.015000,0.013000,0.015000,0.015000,0
2015-03-25,0.015000,0.018000,0.015000,0.018000,0.018000,0
2015-03-26,0.023000,0.030000,0.023000,0.028000,0.028000,0
2015-03-27,0.025000,0.030000,0.020000,0.030000,0.030000,0
2015-03-29,null,null,null,null,null,null
2015-03-30,0.028000,0.030000,0.023000,0.023000,0.023000,0
2015-03-31,0.030000,0.035000,0.025000,0.025000,0.025000,0
2015-04-01,0.028000,0.033000,0.025000,0.033000,0.033000,0
2015-04-02,0.015000,0.018000,0.010000,0.010000,0.010000,0
2015-04-05,null,null,null,null,null,null
2015-04-06,0.010000,0.010000,0.003000,0.003000,0.003000,0
2015-04-07,0.015000,0.015000,0.015000,0.015000,0.015000,0
2015-04-08,0.015000,0.018000,0.015000,0.018000,0.018000,0
2015-04-09,0.020000,0.020000,0.020000,0.020000,0.020000,0
2015-04-10,0.020000,0.020000,0.013000,0.015000,0.015000,0
2015-04-12,null,null,null,null,null,null
2015-04-13,0.015000,0.015000,0.005000,0.005000,0.005000,0
2015-04-14,0.010000,0.010000,0.008000,0.010000,0.010000,0
2015-04-15,0.015000,0.015000,0.015000,0.015000,0.015000,0
2015-04-16,0.010000,0.015000,0.010000,0.010000,0.010000,0
2015-04-17,0.013000,0.013000,0.010000,0.013000,0.013000,0
2015-04-19,null,null,null,null,null,null
2015-04-20,0.015000,0.015000,0.013000,0.013000,0.013000,0
2015-04-21,0.020000,0.020000,0.020000,0.020000,0.020000,0
2015-04-22,0.020000,0.020000,0.020000,0.020000,0.020000,0
2015-04-23,0.020000,0.020000,0.015000,0.020000,0.020000,0
2015-04-24,0.015000,0.018000,0.015000,0.015000,0.015000,0
2015-04-26,null,null,null,null,null,null
2015-04-27,0.015000,0.018000,0.013000,0.013000,0.013000,0
2015-04-28,0.015000,0.015000,0.013000,0.013000,0.013000,0
2015-04-29,0.008000,0.008000,0.003000,0.003000,0.003000,0
2015-04-30,0.003000,0.005000,0.003000,0.005000,0.005000,0
2015-05-01,0.003000,0.003000,0.003000,0.003000,0.003000,0
2015-05-03,null,null,null,null,null,null
2015-05-04,0.005000,0.005000,0.003000,0.003000,0.003000,0
2015-05-05,0.013000,0.013000,0.005000,0.008000,0.008000,0
2015-05-06,0.005000,0.010000,0.005000,0.010000,0.010000,0
2015-05-07,0.010000,0.010000,0.003000,0.005000,0.005000,0
2015-05-08,0.005000,0.005000,0.003000,0.003000,0.003000,0
2015-05-10,null,null,null,null,null,null
2015-05-11,0.005000,0.008000,0.005000,0.005000,0.005000,0
2015-05-12,0.013000,0.015000,0.013000,0.013000,0.013000,0
2015-05-13,0.015000,0.015000,0.010000,0.010000,0.010000,0
2015-05-14,0.013000,0.013000,0.010000,0.010000,0.010000,0
2015-05-15,0.010000,0.010000,0.008000,0.010000,0.010000,0
2015-05-17,null,null,null,null,null,null
2015-05-18,0.008000,0.008000,0.008000,0.008000,0.008000,0
2015-05-19,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-05-20,0.013000,0.013000,0.010000,0.013000,0.013000,0
2015-05-21,0.015000,0.015000,0.013000,0.013000,0.013000,0
2015-05-22,0.010000,0.013000,0.010000,0.010000,0.010000,0
2015-05-24,null,null,null,null,null,null
2015-05-26,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-05-27,0.010000,0.013000,0.010000,0.013000,0.013000,0
2015-05-28,0.005000,0.005000,0.003000,0.003000,0.003000,0
2015-05-29,0.003000,0.003000,0.003000,0.003000,0.003000,0
2015-05-31,null,null,null,null,null,null
2015-06-01,0.008000,0.008000,0.008000,0.008000,0.008000,0
2015-06-02,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-06-03,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-06-04,0.005000,0.005000,0.005000,0.005000,0.005000,0
2015-06-05,0.008000,0.010000,0.005000,0.010000,0.010000,0
2015-06-07,null,null,null,null,null,null
2015-06-08,0.013000,0.013000,0.010000,0.010000,0.010000,0
2015-06-09,0.015000,0.015000,0.010000,0.013000,0.013000,0
2015-06-10,0.015000,0.015000,0.013000,0.013000,0.013000,0
2015-06-11,0.013000,0.013000,0.008000,0.008000,0.008000,0
2015-06-12,0.008000,0.008000,0.005000,0.005000,0.005000,0
2015-06-14,null,null,null,null,null,null
2015-06-15,0.005000,0.005000,0.003000,0.003000,0.003000,0
2015-06-16,0.008000,0.008000,0.008000,0.008000,0.008000,0
2015-06-17,0.010000,0.010000,0.003000,0.003000,0.003000,0
2015-06-18,0.003000,0.003000,0.003000,0.003000,0.003000,0
2015-06-19,0.003000,0.003000,0.003000,0.003000,0.003000,0
2015-06-21,null,null,null,null,null,null
2015-06-22,0.003000,0.003000,0.003000,0.003000,0.003000,0
2015-06-23,0.005000,0.008000,0.005000,0.008000,0.008000,0
2015-06-24,0.005000,0.005000,0.003000,0.005000,0.005000,0
2015-06-25,0.003000,0.005000,0.003000,0.005000,0.005000,0
2015-06-26,0.003000,0.005000,0.003000,0.005000,0.005000,0
2015-06-28,null,null,null,null,null,null
2015-06-29,0.005000,0.005000,0.005000,0.005000,0.005000,0
2015-06-30,0.008000,0.010000,0.005000,0.010000,0.010000,0
2015-07-01,0.008000,0.008000,0.003000,0.003000,0.003000,0
2015-07-02,0.013000,0.013000,0.003000,0.003000,0.003000,0
2015-07-05,null,null,null,null,null,null
2015-07-06,0.005000,0.008000,0.005000,0.005000,0.005000,0
2015-07-07,0.008000,0.010000,0.008000,0.010000,0.010000,0
2015-07-08,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-07-09,0.008000,0.008000,0.008000,0.008000,0.008000,0
2015-07-10,0.010000,0.010000,0.008000,0.008000,0.008000,0
2015-07-12,null,null,null,null,null,null
2015-07-13,0.010000,0.010000,0.003000,0.008000,0.008000,0
2015-07-14,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-07-15,0.013000,0.013000,0.010000,0.013000,0.013000,0
2015-07-16,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-07-17,0.010000,0.013000,0.010000,0.013000,0.013000,0
2015-07-19,null,null,null,null,null,null
2015-07-20,0.010000,0.023000,0.010000,0.023000,0.023000,0
2015-07-21,0.030000,0.030000,0.028000,0.030000,0.030000,0
2015-07-22,0.028000,0.030000,0.028000,0.030000,0.030000,0
2015-07-23,0.030000,0.030000,0.030000,0.030000,0.030000,0
2015-07-24,0.030000,0.030000,0.030000,0.030000,0.030000,0
2015-07-26,null,null,null,null,null,null
2015-07-27,0.033000,0.033000,0.025000,0.028000,0.028000,0
2015-07-28,0.043000,0.048000,0.043000,0.043000,0.043000,0
2015-07-29,0.048000,0.048000,0.043000,0.045000,0.045000,0
2015-07-30,0.050000,0.060000,0.050000,0.060000,0.060000,0
2015-07-31,0.058000,0.058000,0.055000,0.058000,0.058000,0
2015-08-02,null,null,null,null,null,null
2015-08-03,0.058000,0.063000,0.058000,0.063000,0.063000,0
2015-08-04,0.073000,0.075000,0.073000,0.075000,0.075000,0
2015-08-05,0.075000,0.078000,0.073000,0.075000,0.075000,0
2015-08-06,0.060000,0.060000,0.015000,0.028000,0.028000,0
2015-08-07,0.028000,0.060000,0.028000,0.055000,0.055000,0
2015-08-09,null,null,null,null,null,null
2015-08-10,0.055000,0.068000,0.055000,0.065000,0.065000,0
2015-08-11,0.098000,0.103000,0.098000,0.098000,0.098000,0
2015-08-12,0.095000,0.095000,0.088000,0.090000,0.090000,0
2015-08-13,0.095000,0.098000,0.078000,0.083000,0.083000,0
2015-08-14,0.080000,0.090000,0.080000,0.080000,0.080000,0
2015-08-16,null,null,null,null,null,null
2015-08-17,0.080000,0.080000,0.060000,0.060000,0.060000,0
2015-08-18,0.088000,0.088000,0.085000,0.085000,0.085000,0
2015-08-19,0.083000,0.083000,0.040000,0.040000,0.040000,0
2015-08-20,0.015000,0.020000,0.010000,0.015000,0.015000,0
2015-08-21,0.005000,0.020000,0.005000,0.020000,0.020000,0
2015-08-23,null,null,null,null,null,null
2015-08-24,0.010000,0.020000,0.005000,0.015000,0.015000,0
2015-08-25,0.053000,0.053000,0.050000,0.053000,0.053000,0
2015-08-26,0.053000,0.055000,0.050000,0.055000,0.055000,0
2015-08-27,0.048000,0.053000,0.048000,0.050000,0.050000,0
2015-08-28,0.050000,0.053000,0.045000,0.050000,0.050000,0
2015-08-30,null,null,null,null,null,null
2015-08-31,0.045000,0.048000,0.003000,0.003000,0.003000,0
2015-09-01,0.063000,0.063000,0.038000,0.038000,0.038000,0
2015-09-02,0.043000,0.043000,0.025000,0.025000,0.025000,0
2015-09-03,0.005000,0.015000,0.005000,0.015000,0.015000,0
2015-09-04,0.015000,0.028000,0.015000,0.025000,0.025000,0
2015-09-06,null,null,null,null,null,null
2015-09-08,0.033000,0.040000,0.025000,0.025000,0.025000,0
2015-09-09,0.050000,0.050000,0.035000,0.035000,0.035000,0
2015-09-10,0.018000,0.020000,0.015000,0.015000,0.015000,0
2015-09-11,0.015000,0.025000,0.015000,0.023000,0.023000,0
2015-09-13,null,null,null,null,null,null
2015-09-14,0.023000,0.033000,0.023000,0.025000,0.025000,0
2015-09-15,0.053000,0.058000,0.053000,0.058000,0.058000,0
2015-09-16,0.058000,0.058000,0.053000,0.053000,0.053000,0
2015-09-17,0.043000,0.045000,0.003000,0.003000,0.003000,0
2015-09-18,0.005000,0.013000,0.003000,0.010000,0.010000,0
2015-09-20,null,null,null,null,null,null
2015-09-21,0.015000,0.015000,0.010000,0.013000,0.013000,0
2015-09-22,0.003000,0.003000,0.003000,0.003000,0.003000,0
2015-09-23,0.003000,0.008000,0.003000,0.003000,0.003000,0
2015-09-24,0.003000,0.005000,0.003000,0.005000,0.005000,0
2015-09-25,0.010000,0.023000,0.003000,0.020000,0.020000,0
2015-09-27,null,null,null,null,null,null
2015-09-28,0.025000,0.025000,0.010000,0.013000,0.013000,0
2015-09-29,0.005000,0.005000,0.003000,0.003000,0.003000,0
2015-09-30,0.005000,0.005000,0.003000,0.005000,0.005000,0
2015-10-01,0.003000,0.020000,0.003000,0.018000,0.018000,0
2015-10-02,0.018000,0.018000,0.005000,0.008000,0.008000,0
2015-10-04,null,null,null,null,null,null
2015-10-05,0.010000,0.010000,0.008000,0.008000,0.008000,0
2015-10-06,0.005000,0.005000,0.005000,0.005000,0.005000,0
2015-10-07,0.005000,0.005000,0.005000,0.005000,0.005000,0
2015-10-08,0.005000,0.008000,0.003000,0.003000,0.003000,0
2015-10-09,0.005000,0.005000,0.003000,0.003000,0.003000,0
2015-10-11,null,null,null,null,null,null
2015-10-12,0.010000,0.010000,0.010000,0.010000,0.010000,0
2015-10-13,0.005000,0.005000,0.003000,0.005000,0.005000,0
2015-10-14,0.008000,0.010000,0.008000,0.010000,0.010000,0
2015-10-15,0.008000,0.008000,0.005000,0.005000,0.005000,0
2015-10-16,0.005000,0.005000,0.003000,0.005000,0.005000,0
2015-10-18,null,null,null,null,null,null
2015-10-19,0.003000,0.005000,0.003000,0.005000,0.005000,0
2015-10-20,0.013000,0.013000,0.010000,0.010000,0.010000,0
2015-10-21,0.010000,0.013000,0.003000,0.005000,0.005000,0
2015-10-22,0.005000,0.008000,0.003000,0.005000,0.005000,0
2015-10-23,0.003000,0.005000,0.003000,0.003000,0.003000,0
2015-10-25,null,null,null,null,null,null
2015-10-26,0.003000,0.008000,0.003000,0.008000,0.008000,0
2015-10-27,0.010000,0.020000,0.010000,0.010000,0.010000,0
2015-10-28,0.030000,0.035000,0.020000,0.035000,0.035000,0
2015-10-29,0.028000,0.060000,0.028000,0.053000,0.053000,0
2015-10-30,0.053000,0.068000,0.053000,0.068000,0.068000,0
2015-11-01,null,null,null,null,null,null
2015-11-02,0.073000,0.098000,0.053000,0.053000,0.053000,0
2015-11-03,0.060000,0.063000,0.058000,0.058000,0.058000,0
2015-11-04,0.063000,0.065000,0.055000,0.055000,0.055000,0
2015-11-05,0.035000,0.043000,0.033000,0.040000,0.040000,0
2015-11-06,0.038000,0.095000,0.035000,0.073000,0.073000,0
2015-11-08,null,null,null,null,null,null
2015-11-09,0.073000,0.090000,0.073000,0.075000,0.075000,0
2015-11-10,0.128000,0.128000,0.125000,0.125000,0.125000,0
2015-11-11,0.123000,0.123000,0.123000,0.123000,0.123000,0
2015-11-12,0.125000,0.125000,0.118000,0.123000,0.123000,0
2015-11-13,0.120000,0.120000,0.113000,0.113000,0.113000,0
2015-11-15,null,null,null,null,null,null
2015-11-16,0.113000,0.115000,0.098000,0.098000,0.098000,0
2015-11-17,0.135000,0.135000,0.135000,0.135000,0.135000,0
2015-11-18,0.138000,0.138000,0.120000,0.123000,0.123000,0
2015-11-19,0.098000,0.100000,0.088000,0.088000,0.088000,0
2015-11-20,0.090000,0.093000,0.090000,0.093000,0.093000,0
2015-11-22,null,null,null,null,null,null
2015-11-23,0.095000,0.110000,0.095000,0.105000,0.105000,0
2015-11-24,0.135000,0.153000,0.133000,0.153000,0.153000,0
2015-11-25,0.150000,0.175000,0.150000,0.175000,0.175000,0
2015-11-27,0.163000,0.170000,0.160000,0.160000,0.160000,0
2015-11-29,null,null,null,null,null,null
2015-11-30,0.168000,0.173000,0.163000,0.170000,0.170000,0
2015-12-01,0.210000,0.213000,0.203000,0.203000,0.203000,0
2015-12-02,0.200000,0.215000,0.198000,0.200000,0.200000,0
2015-12-03,0.205000,0.205000,0.195000,0.198000,0.198000,0
2015-12-04,0.200000,0.210000,0.198000,0.205000,0.205000,0
2015-12-06,null,null,null,null,null,null
2015-12-07,0.208000,0.240000,0.208000,0.235000,0.235000,0
2015-12-08,0.265000,0.270000,0.265000,0.268000,0.268000,0
2015-12-09,0.260000,0.263000,0.233000,0.245000,0.245000,0
2015-12-10,0.235000,0.235000,0.230000,0.230000,0.230000,0
2015-12-11,0.223000,0.223000,0.210000,0.213000,0.213000,0
2015-12-13,null,null,null,null,null,null
2015-12-14,0.220000,0.223000,0.193000,0.198000,0.198000,0
2015-12-15,0.250000,0.250000,0.250000,0.250000,0.250000,0
2015-12-16,0.255000,0.258000,0.230000,0.235000,0.235000,0
2015-12-17,0.235000,0.235000,0.210000,0.213000,0.213000,0
2015-12-18,0.210000,0.210000,0.173000,0.175000,0.175000,0
2015-12-20,null,null,null,null,null,null
2015-12-21,0.178000,0.180000,0.153000,0.153000,0.153000,0
2015-12-22,0.225000,0.225000,0.193000,0.193000,0.193000,0
2015-12-23,0.195000,0.228000,0.180000,0.190000,0.190000,0
2015-12-24,0.185000,0.185000,0.178000,0.183000,0.183000,0
2015-12-27,null,null,null,null,null,null
2015-12-28,0.203000,0.220000,0.188000,0.190000,0.190000,0
2015-12-29,0.215000,0.218000,0.208000,0.215000,0.215000,0
2015-12-30,0.200000,0.220000,0.193000,0.195000,0.195000,0
2015-12-31,0.140000,0.165000,0.135000,0.148000,0.148000,0
2016-01-03,null,null,null,null,null,null
2016-01-04,0.165000,0.170000,0.153000,0.155000,0.155000,0
2016-01-05,0.205000,0.205000,0.205000,0.205000,0.205000,0
2016-01-06,0.205000,0.205000,0.198000,0.205000,0.205000,0
2016-01-07,0.190000,0.195000,0.185000,0.190000,0.190000,0
2016-01-08,0.190000,0.195000,0.188000,0.190000,0.190000,0
2016-01-10,null,null,null,null,null,null
2016-01-11,0.188000,0.188000,0.168000,0.175000,0.175000,0
2016-01-12,0.208000,0.210000,0.208000,0.210000,0.210000,0
2016-01-13,0.208000,0.215000,0.205000,0.215000,0.215000,0
2016-01-14,0.210000,0.240000,0.210000,0.240000,0.240000,0
2016-01-15,0.228000,0.230000,0.215000,0.223000,0.223000,0
2016-01-17,null,null,null,null,null,null
2016-01-18,null,null,null,null,null,null
2016-01-19,0.228000,0.230000,0.228000,0.230000,0.230000,0
2016-01-20,0.250000,0.253000,0.250000,0.253000,0.253000,0
2016-01-21,0.250000,0.275000,0.250000,0.273000,0.273000,0
2016-01-22,0.275000,0.288000,0.275000,0.288000,0.288000,0
2016-01-24,null,null,null,null,null,null
2016-01-25,0.285000,0.285000,0.265000,0.275000,0.275000,0
2016-01-26,0.298000,0.303000,0.298000,0.300000,0.300000,0
2016-01-27,0.300000,0.303000,0.300000,0.300000,0.300000,0
2016-01-28,0.303000,0.320000,0.298000,0.318000,0.318000,0
2016-01-29,0.305000,0.305000,0.300000,0.300000,0.300000,0
2016-01-31,null,null,null,null,null,null
2016-02-01,0.300000,0.300000,0.295000,0.295000,0.295000,0
2016-02-02,0.343000,0.343000,0.330000,0.330000,0.330000,0
2016-02-03,0.333000,0.340000,0.330000,0.333000,0.333000,0
2016-02-04,0.318000,0.318000,0.283000,0.283000,0.283000,0
2016-02-05,0.285000,0.288000,0.268000,0.278000,0.278000,0
2016-02-07,null,null,null,null,null,null
2016-02-08,0.260000,0.265000,0.255000,0.260000,0.260000,0
2016-02-09,0.310000,0.310000,0.300000,0.300000,0.300000,0
2016-02-10,0.300000,0.303000,0.298000,0.298000,0.298000,0
2016-02-11,0.268000,0.273000,0.263000,0.273000,0.273000,0
2016-02-12,0.273000,0.273000,0.265000,0.270000,0.270000,0
2016-02-14,null,null,null,null,null,null
2016-02-15,null,null,null,null,null,null
2016-02-16,0.278000,0.278000,0.273000,0.273000,0.273000,0
2016-02-17,0.293000,0.295000,0.293000,0.293000,0.293000,0
2016-02-18,0.293000,0.293000,0.285000,0.288000,0.288000,0
2016-02-19,0.283000,0.283000,0.280000,0.283000,0.283000,0
2016-02-21,null,null,null,null,null,null
2016-02-22,0.288000,0.293000,0.285000,0.293000,0.293000,0
2016-02-23,0.318000,0.318000,0.315000,0.318000,0.318000,0
2016-02-24,0.315000,0.318000,0.315000,0.315000,0.315000,0
2016-02-25,0.320000,0.320000,0.310000,0.310000,0.310000,0
2016-02-26,0.310000,0.310000,0.303000,0.303000,0.303000,0
2016-02-28,null,null,null,null,null,null
2016-02-29,0.303000,0.308000,0.295000,0.308000,0.308000,0
2016-03-01,0.318000,0.320000,0.315000,0.320000,0.320000,0
2016-03-02,0.320000,0.320000,0.303000,0.303000,0.303000,0
2016-03-03,0.278000,0.280000,0.255000,0.263000,0.263000,0
2016-03-04,0.273000,0.278000,0.265000,0.265000,0.265000,0
2016-03-06,null,null,null,null,null,null
2016-03-07,0.268000,0.270000,0.263000,0.265000,0.265000,0
2016-03-08,0.308000,0.308000,0.305000,0.305000,0.305000,0
2016-03-09,0.300000,0.303000,0.288000,0.288000,0.288000,0
2016-03-10,0.288000,0.303000,0.288000,0.303000,0.303000,0
2016-03-11,0.305000,0.308000,0.305000,0.308000,0.308000,0
2016-03-13,null,null,null,null,null,null
2016-03-14,0.310000,0.313000,0.308000,0.308000,0.308000,0
2016-03-15,0.325000,0.328000,0.325000,0.325000,0.325000,0
2016-03-16,0.325000,0.328000,0.278000,0.300000,0.300000,0
2016-03-17,0.273000,0.275000,0.268000,0.275000,0.275000,0
2016-03-18,0.265000,0.280000,0.265000,0.280000,0.280000,0
2016-03-20,null,null,null,null,null,null
2016-03-21,0.280000,0.288000,0.280000,0.288000,0.288000,0
2016-03-22,0.298000,0.298000,0.293000,0.295000,0.295000,0
2016-03-23,0.293000,0.293000,0.293000,0.293000,0.293000,0
2016-03-24,0.290000,0.290000,0.273000,0.275000,0.275000,0
2016-03-27,null,null,null,null,null,null
2016-03-28,0.278000,0.280000,0.255000,0.255000,0.255000,0
2016-03-29,0.278000,0.278000,0.223000,0.225000,0.225000,0
2016-03-30,0.210000,0.210000,0.185000,0.185000,0.185000,0
2016-03-31,0.168000,0.193000,0.150000,0.193000,0.193000,0
2016-04-01,0.193000,0.223000,0.193000,0.218000,0.218000,0
2016-04-03,null,null,null,null,null,null
2016-04-04,0.213000,0.213000,0.183000,0.183000,0.183000,0
2016-04-05,0.213000,0.218000,0.210000,0.218000,0.218000,0
2016-04-06,0.220000,0.223000,0.215000,0.220000,0.220000,0
2016-04-07,0.213000,0.220000,0.213000,0.220000,0.220000,0
2016-04-08,0.220000,0.220000,0.215000,0.218000,0.218000,0
2016-04-10,null,null,null,null,null,null
2016-04-11,0.218000,0.223000,0.210000,0.210000,0.210000,0
2016-04-12,0.225000,0.230000,0.225000,0.230000,0.230000,0
2016-04-13,0.230000,0.230000,0.220000,0.223000,0.223000,0
2016-04-14,0.220000,0.220000,0.215000,0.215000,0.215000,0
2016-04-15,0.215000,0.215000,0.208000,0.210000,0.210000,0
2016-04-17,null,null,null,null,null,null
2016-04-18,0.210000,0.210000,0.198000,0.198000,0.198000,0
2016-04-19,0.215000,0.215000,0.215000,0.215000,0.215000,0
